B2,B3,B4,B5,B6,B7,B8,class
2492.0,2785.0,2931.0,2169.5,2224.5,2221.0,2816.0,50
1071.0,1459.0,1815.0,2130.0,2429.0,2549.0,2610.5,50
1408.0,1652.0,1877.0,2148.5,2338.0,2441.5,2410.5,50
870.5,1169.0,1317.0,1801.5,2202.5,2350.0,2390.0,50
900.5,1241.0,1617.0,2117.5,2411.5,2589.5,2723.0,50
1276.0,1659.0,2075.0,2331.0,2548.5,2493.0,2300.0,50
1625.0,1895.0,2166.0,2077.0,2214.5,2235.0,2406.0,50
660.5,988.0,1331.0,1711.5,2086.5,2230.5,2425.5,50
574.5,778.0,1000.0,1292.5,1699.5,1766.0,1636.5,50
731.0,1020.5,1366.0,1755.5,1913.5,2078.5,1938.0,50
925.5,1234.0,1702.0,1997.0,2194.0,2301.5,2508.0,50
1190.0,1684.0,2115.0,2506.5,2850.0,3108.5,2865.0,50
962.0,1217.0,1499.0,1786.5,2028.5,2151.5,1888.5,50
629.0,831.0,1183.0,1532.0,1704.0,1806.0,1621.0,50
1363.0,1774.0,2026.0,2410.0,2544.5,2631.0,2786.5,50
806.0,1073.0,1470.0,1826.5,2201.0,2460.0,2235.0,50
1494.0,1754.5,2085.0,2770.0,2945.0,3025.5,2377.0,50
867.5,1219.0,1697.0,1904.5,2193.5,2309.0,2128.5,50
1175.0,1535.0,1793.0,2178.0,2324.5,2391.0,2174.0,50
1183.0,1427.0,1713.0,2041.0,2162.0,2309.5,2098.5,50
1392.0,1730.0,2129.0,1932.0,2105.0,2266.5,2531.0,50
825.5,1232.0,1767.0,1883.0,1997.5,2128.5,2353.0,50
908.0,1145.0,1386.0,1769.0,2017.0,2118.5,1720.5,50
793.0,963.5,1157.0,1257.5,1500.0,1600.5,1634.0,50
1728.0,2280.0,2585.0,2476.5,2546.5,2602.0,2832.5,50
1339.0,1585.0,1749.0,2007.0,2334.5,2406.5,2481.0,50
804.0,1048.0,1252.0,1892.5,2069.5,2101.0,1588.0,50
1529.0,1699.0,1938.0,1814.5,1925.5,1934.0,2225.5,50
1009.0,1380.0,1718.0,1820.5,1861.0,1913.0,1969.0,50
895.0,1142.0,1372.0,1383.5,1712.5,1906.0,1942.0,50
1016.0,1379.0,1501.0,1652.0,2022.0,2231.0,2271.0,50
784.0,1254.0,1960.0,2280.0,2590.0,2779.0,2824.0,50
641.0,836.0,1180.0,1471.0,1684.5,1758.5,1608.0,50
560.0,914.0,1296.0,1340.0,2006.0,2284.0,2624.0,50
917.5,1222.0,1587.0,1539.5,1923.0,2042.0,2427.5,50
865.0,1212.0,1566.0,1625.5,1977.5,2167.0,2253.5,50
433.5,595.0,786.5,1635.0,1938.5,2050.0,1560.5,50
938.0,1290.0,1614.0,1933.5,2166.0,2280.5,2253.0,50
813.0,954.0,1194.0,1017.0,1102.5,1197.0,1483.0,50
929.0,1473.0,1968.0,2118.0,2314.5,2498.5,2572.0,50
797.0,1280.0,1928.0,2228.0,2416.0,2561.5,2600.0,50
858.0,1066.0,1360.0,1404.5,1692.0,1805.5,1652.0,50
891.0,1208.0,1509.0,1502.5,2042.5,2256.0,2321.5,50
579.5,842.0,1025.5,1426.0,2022.0,2195.5,2201.0,50
780.0,1199.0,1582.0,1988.5,2298.0,2445.0,2442.5,50
1126.0,1449.0,1843.5,1975.0,2062.5,2103.5,2173.0,50
1450.0,1763.0,1928.0,1890.5,2057.5,2130.0,2075.0,50
1367.0,2006.0,2213.0,4399.0,4113.0,4446.5,2735.0,50
1347.0,1512.0,1857.0,2080.5,2270.0,2304.5,2139.0,50
1045.0,1550.0,2082.0,2875.5,3050.0,3259.5,2770.5,50
667.0,830.0,1014.0,1621.5,1980.5,2126.0,1401.0,50
1378.0,1641.0,1708.0,2146.0,2349.5,2423.0,2388.5,50
1071.0,1572.0,2087.0,2501.5,2638.5,2794.5,2873.5,50
1133.0,1514.0,1642.0,2001.0,2255.5,2351.0,2516.5,50
465.0,721.5,819.0,1486.0,1673.5,1818.5,1532.0,50
862.5,887.0,1329.0,1390.5,1533.5,1625.5,1315.5,50
1248.0,1597.0,2046.0,2238.0,2348.5,2411.5,2373.0,50
1170.0,1461.0,1600.0,1969.0,2237.0,2325.0,2297.0,50
1225.0,1527.0,1766.0,1855.0,2195.5,2397.0,2970.5,50
1461.0,1794.0,2016.0,1957.0,2118.0,2160.0,2228.0,50
1146.0,1397.0,1697.0,1789.5,1794.5,1803.5,1657.0,50
1423.0,2016.0,2488.0,2588.0,2733.0,2831.0,2788.0,50
1193.0,1626.0,2012.0,2270.0,2430.5,2471.5,2561.0,50
1238.0,1840.0,2334.0,2847.5,3094.5,3283.0,2797.0,50
1542.0,1870.0,2178.0,2463.5,2410.5,2445.5,2379.0,50
1468.0,1864.0,2166.0,2178.5,2323.0,2444.0,2530.0,50
798.0,1146.0,1333.0,1654.5,1764.0,1868.0,1826.0,50
1230.0,1619.0,2076.0,2004.0,2146.0,2201.5,2329.0,50
1101.0,1465.0,2069.0,2362.0,2422.5,2460.5,2188.0,50
1028.0,1320.0,1567.0,1738.0,1817.0,1950.5,1909.0,50
1364.0,1761.0,2097.0,2371.0,2431.0,2475.0,2273.0,50
1092.0,1425.0,1639.0,1967.5,2078.0,2124.0,2059.0,50
941.5,1269.0,1547.0,1936.5,2188.0,2307.5,2158.5,50
762.5,1124.0,1447.0,1420.5,1911.0,2195.0,2777.0,50
1356.0,1537.0,1678.0,1687.5,1890.0,1999.0,1989.5,50
397.5,597.5,772.5,1513.0,1956.5,2102.5,1721.0,50
1162.0,1483.0,2059.0,2364.0,2494.0,2549.5,2465.0,50
536.5,710.5,711.0,1095.0,1491.0,1623.0,1806.5,50
983.0,1316.0,1546.0,1688.5,2008.0,2145.0,2308.0,50
1140.0,1695.0,2123.0,2086.0,2350.5,2514.5,2796.0,50
954.0,1264.0,1565.0,1667.5,1860.0,1992.5,2121.0,50
645.0,951.0,1124.0,1734.5,2347.5,2635.5,2622.0,50
1035.0,1451.0,1890.0,1808.0,2091.0,2296.0,2543.0,50
670.0,954.5,1164.0,1627.0,2055.0,2223.0,2232.0,50
630.5,923.0,1142.0,1713.5,2256.5,2383.5,2476.5,50
747.0,905.0,1056.0,1482.0,1699.0,1766.5,1367.0,50
1147.0,1561.0,2060.0,2322.5,2463.5,2619.5,2620.0,50
1021.0,1468.0,2069.0,2068.5,2173.5,2233.5,2402.0,50
951.5,1194.0,1408.0,1425.0,1518.0,1596.0,1815.0,50
1353.0,1576.0,1669.0,1742.5,1880.0,1908.0,1784.0,50
1090.0,1357.0,1610.0,1554.0,1652.5,1767.0,1874.5,50
690.0,1024.0,1352.0,1717.0,2128.0,2346.0,2504.0,50
577.5,872.0,1268.0,1402.5,1967.5,2223.0,2459.0,50
517.5,740.0,1110.0,1742.5,2159.0,2306.5,1804.0,50
1250.0,1502.0,1732.0,1734.5,1807.5,1951.0,1771.5,50
1035.0,1340.0,1782.0,1926.5,2226.0,2357.0,2343.0,50
1599.0,1856.0,2045.0,2087.5,2218.5,2293.5,2417.0,50
825.5,910.0,1425.0,2031.5,2101.5,2082.0,1864.5,50
1017.0,1478.0,1987.0,2001.0,2349.5,2557.5,2945.0,50
846.0,1159.0,1373.0,1871.0,2506.5,2807.5,3031.5,50
754.5,887.5,1055.0,1130.0,1154.0,1210.0,1174.5,50
1019.5,1313.0,1482.0,1653.5,1880.5,1963.0,1945.5,50
1667.0,1860.0,2076.0,2029.0,2339.0,2487.5,2589.5,50
645.5,923.0,1201.0,1573.0,1830.0,2040.0,1872.0,50
810.0,1161.0,1969.0,2140.0,2185.5,2216.0,2296.0,50
1096.0,1325.0,1514.0,1616.5,1649.5,1676.5,1677.0,50
1132.0,1353.0,1355.0,1918.0,2271.5,2411.5,2244.5,50
464.0,611.5,744.0,1383.5,1387.0,1419.0,845.5,50
989.0,1312.0,1615.0,1928.0,2028.0,2085.0,2131.0,50
547.0,782.5,960.5,1492.0,1914.5,2102.0,2032.0,50
1128.0,1509.0,1890.0,1871.0,2208.0,2334.0,2258.0,50
1496.0,1902.0,2149.0,2456.5,2319.5,2352.5,2268.5,50
440.5,618.5,714.0,1434.0,2136.5,2336.0,2133.5,50
1037.0,1401.0,1765.0,1885.0,2039.0,2160.0,2252.0,50
593.0,781.0,879.0,1502.0,1820.5,2009.5,1715.5,50
810.0,999.0,1126.0,1285.0,1872.5,2054.0,1879.5,50
1173.0,1668.0,2270.0,2219.5,2422.0,2548.0,2926.0,50
826.0,1109.0,1292.0,1648.0,2041.0,2222.5,2084.0,50
959.0,1397.0,1839.0,2413.0,2746.0,2957.5,3091.0,50
1178.0,1558.0,1882.0,2059.0,2457.0,2665.5,2526.5,50
798.0,1005.0,1314.0,1503.5,1782.0,1827.0,1711.0,50
902.0,1280.0,1811.0,2285.5,2452.0,2663.0,2622.0,50
1177.0,1355.0,1601.0,1617.5,2129.0,2385.0,2756.0,50
896.0,1111.0,1419.0,1835.5,1967.5,2141.0,1941.0,50
1029.5,1261.0,1430.0,2361.5,2677.0,2621.0,1972.0,50
1108.0,1425.0,1906.0,2154.5,2474.0,2686.0,2773.0,50
544.0,836.5,1033.0,1435.5,1891.0,2089.5,2474.0,50
877.5,1114.0,1388.0,1607.0,1778.5,1883.5,2029.0,50
1297.0,1694.0,1945.0,2066.5,2174.0,2243.0,2344.0,50
1490.0,1677.0,1912.0,2112.5,2143.0,2153.0,2057.0,50
1409.0,1809.0,2112.0,2576.5,2679.5,2732.0,2631.5,50
835.0,1148.0,1607.0,2248.0,2442.5,2545.0,2201.5,50
936.0,1326.0,1901.0,2080.5,2351.0,2520.5,2815.0,50
560.0,770.0,1015.0,1364.0,1884.5,2165.0,2360.0,50
1054.0,1286.0,1448.0,1700.5,1683.0,1745.0,1589.0,50
913.0,1277.5,1641.0,2284.5,2422.5,2551.5,2156.0,50
887.0,1266.0,1571.0,1842.0,2058.0,2170.0,2315.0,50
803.0,1063.0,1231.0,1479.5,1785.0,1874.0,1788.0,50
964.0,1527.0,1852.0,2107.5,2365.0,2542.0,2367.0,50
1007.0,1410.0,1880.0,2488.0,2790.5,2972.0,2878.0,50
811.5,1250.0,1679.0,2233.0,2762.0,2981.0,3066.0,50
853.5,1193.0,1530.0,1897.5,2300.0,2491.5,2555.0,50
677.0,1006.5,1317.0,1441.0,1918.5,2094.5,2260.5,50
618.0,892.0,1245.0,1403.5,1671.0,1828.5,2091.5,50
340.0,576.0,689.0,1340.0,2062.0,2337.0,2546.0,50
797.0,1238.0,2178.0,2017.5,2435.0,2638.5,2965.0,50
2151.0,2426.0,2716.0,2600.0,2657.5,2663.5,2749.5,50
701.5,926.5,1150.0,1474.5,1746.5,1916.0,1738.0,50
1094.0,1402.0,1712.0,1667.0,1894.0,1856.0,1877.5,50
994.5,1182.0,1528.0,1775.5,2076.0,2148.5,1968.0,50
2051.0,2434.0,2798.0,3079.0,3213.0,3365.5,3211.0,50
500.0,575.0,888.5,1474.0,1342.5,1387.5,1057.0,50
1409.0,1823.0,2242.0,2343.0,2536.5,2670.0,2679.5,50
1086.0,1517.0,1954.0,2301.0,2509.5,2665.5,2590.0,50
712.5,1021.0,1292.0,1515.0,1927.5,2080.0,2326.0,50
893.0,1202.0,1933.0,1996.5,2387.5,2490.0,2805.0,50
857.5,1130.0,1604.0,1353.5,1563.0,1671.0,1878.0,50
1313.0,1598.0,1829.0,1781.5,2030.0,2153.0,2229.0,50
1154.0,1470.0,1717.0,1694.0,1757.0,1841.5,2065.0,50
464.5,775.0,941.0,1357.5,1602.0,1890.5,1698.0,50
1083.0,1430.0,1703.0,1871.5,2051.0,2155.0,2096.0,50
461.5,677.0,896.0,1236.5,2358.5,2678.5,2198.0,50
855.0,1092.0,1411.0,1483.0,1729.0,1825.0,1894.0,50
1055.0,1423.0,1808.0,1918.5,2119.5,2238.0,2246.0,50
847.5,1110.0,1405.0,1888.5,2267.0,2430.0,2194.5,50
887.0,1351.0,1948.0,2286.5,2630.0,2946.5,3015.0,50
2021.0,2288.0,3091.5,2528.0,2582.5,2494.0,2995.0,50
814.5,1055.0,1391.0,1484.0,1683.5,1784.0,1902.0,50
1202.0,1624.0,2174.0,2030.5,2386.5,2479.5,2826.0,50
999.0,1257.0,1464.0,2010.5,2097.0,2175.0,1734.0,50
1569.0,1977.0,2380.0,2326.5,2547.0,2610.0,2776.0,50
1096.0,1420.0,2095.0,2267.0,2403.5,2373.0,2344.0,50
1139.0,1560.0,2589.0,2474.5,2499.0,2536.5,2690.5,50
515.0,769.0,1057.0,1257.0,1609.5,1759.5,1847.0,50
1455.0,1781.0,2114.0,2136.5,2208.5,2292.0,2320.5,50
943.0,1214.0,1514.0,1913.5,2150.5,2240.0,2018.0,50
1370.0,1696.0,1956.0,1829.5,1848.5,1925.5,2145.0,50
1303.0,1591.0,1898.0,2637.5,2654.0,2674.0,2211.0,50
878.0,1156.0,1341.0,1617.5,1898.0,1980.5,2026.0,50
925.5,1127.0,1321.0,1408.5,1629.0,1734.5,1715.0,50
1071.0,1367.0,1906.0,2120.0,2201.0,2281.5,2064.0,50
1164.0,1395.0,1706.0,2369.0,2509.0,2530.0,2117.0,50
1186.0,1497.0,1916.0,2454.0,2623.5,2699.0,2370.0,50
1122.0,1266.0,1850.0,1787.0,1818.0,1904.5,1989.0,50
1981.0,2481.0,2845.0,2343.5,2600.5,2597.0,3035.5,50
1046.0,1345.0,1604.0,1876.5,2071.5,2175.0,2074.0,50
1485.0,1738.0,1970.0,1718.0,2035.0,2202.0,2557.0,50
917.0,1176.0,1325.0,1234.5,1349.0,1397.0,1473.5,50
714.0,1075.0,1469.0,1806.0,2204.5,2326.5,2317.0,50
793.0,1056.0,2047.0,2008.5,2135.0,2033.0,2348.0,50
1321.0,1659.0,2036.0,2193.0,2321.5,2407.5,2506.5,50
864.0,1080.0,1427.0,1873.5,1941.5,1982.0,1730.0,50
958.0,1172.0,1514.0,2225.0,2416.0,2483.0,1952.0,50
1272.0,1734.0,2283.0,1971.0,2151.0,2255.5,2887.0,50
2480.0,2762.0,2931.0,2245.0,2437.0,2578.5,3233.5,50
1393.0,1953.0,2481.0,2578.0,2636.0,2760.5,2967.5,50
1062.0,1389.0,1579.0,1760.0,2170.5,2308.0,2705.0,50
1366.0,1810.0,2250.0,2246.5,2477.5,2522.5,2756.5,50
935.0,1287.0,1984.0,1880.0,2184.5,2241.0,2287.0,50
1061.0,1391.0,1644.0,1821.5,1907.5,1971.5,1897.0,50
786.0,934.0,1154.0,1164.5,1506.5,1621.5,1644.0,50
1015.5,1222.0,1449.0,1839.5,1959.0,1950.0,1708.5,50
580.0,902.0,1372.0,1975.5,2401.5,2598.5,2247.0,50
1743.0,2152.0,2716.0,2243.5,2302.5,2351.5,2730.5,50
411.0,491.0,611.0,1009.5,1096.0,1147.5,688.5,50
1316.0,1714.0,2037.0,2324.5,2377.0,2338.0,2099.5,50
749.0,1026.0,1297.0,1541.0,1674.5,1784.0,1815.5,50
1064.0,1304.0,1780.0,1463.5,1858.0,2001.0,2140.0,50
1318.0,1660.0,1876.0,1889.5,1886.0,2017.5,1926.0,50
1124.0,1504.0,1980.0,2095.5,2445.5,2745.0,2767.5,50
1208.0,1571.0,1849.0,1650.5,2023.0,2151.5,2243.0,50
934.0,1398.0,1902.0,2155.5,2541.5,2756.5,2891.0,50
1731.0,2086.0,2459.0,2203.5,2422.5,2538.0,2808.0,50
1254.0,1540.0,1706.0,1643.5,2227.5,2374.0,2359.0,50
564.0,805.0,1177.0,1679.5,2097.5,2319.5,2580.0,50
760.5,980.5,1522.0,1907.0,2358.0,2566.0,2401.0,50
505.5,722.0,908.0,1478.0,1777.5,1940.5,1425.5,50
828.0,1140.0,1435.0,1747.0,1892.0,2032.5,2062.0,50
1038.0,1541.0,2100.0,2402.0,2631.5,2809.5,2946.0,50
1078.0,1414.0,1595.5,1853.0,2069.0,2217.5,2248.0,50
982.5,1480.0,2096.0,2459.5,2662.5,2883.5,2956.0,50
810.5,1152.0,1476.0,1867.5,2018.0,2106.5,2052.0,50
1546.0,1911.0,2226.0,2064.5,2198.5,2275.5,2486.5,50
974.5,1357.0,1726.0,1659.0,1951.0,2118.0,2393.0,50
824.0,1217.0,1796.0,2247.0,2425.0,2564.0,2262.5,50
1172.0,1488.0,2070.0,2022.0,2512.0,2730.0,2836.0,50
426.0,674.0,647.5,864.0,1719.5,1985.5,2133.0,50
639.0,994.5,1714.0,1687.5,2077.5,2269.0,2352.5,50
766.0,1130.0,1197.0,1803.5,1916.5,2073.0,1741.0,50
1290.0,1644.0,2053.0,2354.5,2524.5,2623.5,2376.0,50
560.5,903.5,1340.0,2119.5,2310.0,2357.0,2201.5,50
921.0,1178.0,1379.0,1648.5,2112.0,2310.5,2148.0,50
715.5,972.0,1155.0,1921.0,2293.5,2349.0,2082.0,50
593.5,862.0,1119.5,1521.5,1935.0,2160.5,2286.0,50
1133.0,1442.0,1776.0,2002.5,2254.5,2395.0,2144.0,50
1089.0,1284.0,1865.0,1957.0,2240.0,2286.5,2157.0,50
914.0,1256.0,1676.0,2241.0,2516.0,2612.0,2336.0,50
773.0,1051.0,1491.0,1494.0,1672.0,1838.0,2097.0,50
829.5,1025.0,991.0,1820.0,2201.0,2146.5,1653.0,50
1658.0,2098.0,2428.0,2558.5,2813.0,2983.0,3051.5,50
1125.0,1466.0,2785.0,2642.5,2778.0,2725.0,2993.0,50
803.5,899.5,1448.0,1654.5,1809.5,1886.5,1561.0,50
960.5,1305.0,1670.0,2035.0,2147.0,2292.0,2283.0,50
810.0,1128.0,1514.0,1881.5,2241.0,2351.5,2830.5,50
1125.0,1437.0,1946.0,2221.5,2305.0,2352.5,2118.0,50
792.0,1076.0,1574.0,2084.5,2195.5,2281.5,1886.0,50
1750.0,2144.0,2522.0,2066.5,2353.5,2514.5,2937.0,50
890.0,1297.0,1564.0,2279.5,2562.5,2713.0,2702.0,50
1142.0,1536.0,1974.0,2106.5,2125.5,2222.5,2266.0,50
1375.0,1684.0,2297.0,2154.5,2341.0,2353.5,2470.5,50
1245.0,1610.0,1879.0,1875.0,2064.0,2157.0,2213.0,50
3342.0,3448.0,3412.0,2534.5,2706.5,2750.0,3156.0,50
1122.0,1759.0,2386.0,2711.5,2858.0,3025.0,2942.0,50
632.5,904.5,1307.0,1816.5,2155.0,2263.5,2256.5,50
990.0,1436.0,1844.0,2301.5,2627.5,2854.5,2790.0,50
940.0,1203.0,1371.5,1490.5,1654.5,1723.5,1844.5,50
1136.0,1612.0,2182.0,2223.0,2433.5,2500.0,2764.0,50
1299.0,1545.0,1829.0,2165.5,2339.0,2382.5,2240.0,50
867.0,1010.0,1545.0,1224.0,1493.5,1547.5,1972.0,50
555.0,818.5,1100.0,1461.0,2210.5,2544.0,2500.0,50
844.0,1254.0,1818.0,1921.0,2161.0,2362.5,2565.0,50
569.0,864.0,1297.0,2079.5,2216.0,2269.5,1744.0,50
1130.0,1426.0,1681.0,1996.0,2134.0,2193.5,2211.0,50
1627.0,1972.0,2514.0,2444.0,3090.0,3305.0,3412.0,50
2555.0,2816.0,2851.0,2914.5,2812.0,2838.0,2772.0,50
949.0,1189.0,1351.0,1585.5,1708.0,1812.0,1753.0,50
824.0,1093.0,1527.0,1759.5,2129.0,2201.0,2279.0,50
1125.0,1469.0,1780.0,1815.5,2210.5,2433.5,2319.0,50
1139.0,1529.0,2806.0,2504.5,2660.5,2677.0,3105.0,50
703.0,1021.0,1424.0,1578.0,2085.0,2322.5,2482.5,50
640.5,913.0,1512.0,1804.5,2194.0,2387.5,2292.5,50
619.0,891.0,1135.0,1573.5,2153.0,2431.5,2236.0,50
1368.0,1822.0,1967.0,1729.5,1711.5,1801.0,2151.0,50
692.0,976.5,1375.0,1997.0,2209.0,2375.0,2408.5,50
1158.0,1457.0,1876.0,1981.5,2011.5,2000.0,2041.0,50
498.5,808.0,848.5,1660.5,2223.5,2354.5,1927.5,50
893.5,1185.0,1528.0,2208.5,2596.5,2716.5,2557.5,50
1494.0,1861.0,2244.0,2033.0,2127.0,2167.0,2528.5,50
901.5,1343.0,1716.0,2137.5,2264.5,2390.5,2172.0,50
506.5,653.0,759.5,1173.0,1501.0,1566.0,1577.0,50
821.0,1117.0,1634.0,1850.0,2016.5,2151.5,2049.0,50
1835.0,2218.0,2614.0,2354.5,2565.5,2642.5,3046.0,50
1138.0,1470.0,1832.0,2161.0,2320.5,2389.5,2283.0,50
858.0,1197.0,1731.0,1825.0,1971.5,2088.0,2154.0,50
996.5,1386.0,2183.0,1899.0,2091.0,2231.5,2467.0,50
1136.0,1424.0,1862.0,2201.0,2332.0,2461.5,2187.0,50
853.0,974.0,1397.0,1514.0,1652.5,1638.5,1489.5,50
1349.0,1672.5,1792.0,1782.0,1895.5,2031.5,2289.0,50
932.0,1140.0,1325.0,1788.5,1805.0,1861.5,1511.0,50
764.5,966.0,1127.0,1510.5,1703.5,1825.0,1639.0,50
996.0,1404.0,1789.5,1885.0,2091.5,2232.0,2368.5,50
1562.0,1616.0,1513.0,1276.5,2088.0,2442.5,2056.5,50
1423.0,1736.0,2077.0,2297.5,2279.5,2254.0,2255.0,50
1551.0,1684.0,1691.0,1487.0,1684.5,1831.0,1678.0,50
1157.0,1513.0,1944.0,2285.5,2482.0,2618.0,2531.5,50
313.0,485.5,537.0,1007.5,1476.0,1651.5,1773.0,50
1106.0,1374.0,1584.5,1919.0,2221.5,2427.5,2465.5,50
1511.0,1813.0,2109.0,2197.0,2317.0,2392.0,2308.5,50
677.0,933.0,1030.0,1624.5,1923.5,2002.0,1874.0,50
989.0,1390.0,1949.0,2141.0,2327.5,2489.0,2581.0,50
1146.0,1532.0,1864.0,2024.5,2110.5,2221.0,2233.0,50
1601.0,1902.0,2710.0,2283.5,2243.0,2246.5,2641.0,50
